itemId,inscriptionNumber,inscriptionId,contentType,output,imageUrl,Background,Body accessory,Eyes,Fur,Head,Mouth,Mouth accessory
4388,19022,16adde8b02e3f232c7df108c42027223cb4f03e942d438206a178874df4f64f3i0,image/png,fd3d414d9c4c3c800fd8879332bb22d4808afad5dd60e2f03d2e98d9c0af21ae:1,https://cdn.doggy.market/content/16adde8b02e3f232c7df108c42027223cb4f03e942d438206a178874df4f64f3i0,Brown,Dogecoin,Stoned eyes,Black n tan,Baseball cap blue,Smiling,Open mouth
4389,19023,b9d363c9b8b840e1ca9bc12c7bb1af79cc9af520c0149b39185dfd052b521c42i0,image/png,91f01f493b0c7b49ccaea3799f7cd1b3a0f1caa04df02990aa4409bac8cb483a:1,https://cdn.doggy.market/content/b9d363c9b8b840e1ca9bc12c7bb1af79cc9af520c0149b39185dfd052b521c42i0,Blue,Brown hoodie,Blue glasses,Red,Pirate hat,Neutral,Cigarette
4390,19024,d35e47a6ec78f2869dc16f5c28563e3e77a5c617c27d3821ea4e3dd9f2bdf80ci0,image/png,5e094e49e0e3010586342f09efbf6dc8652705b75996f200d5fd74f07b6ee409:1,https://cdn.doggy.market/content/d35e47a6ec78f2869dc16f5c28563e3e77a5c617c27d3821ea4e3dd9f2bdf80ci0,Blue,Black spiked collar,3d glasses,Red,Baseball cap blue,Smiling,
4391,19025,7a17dbb4282494e0f96ba1d07dd8df32b86c704aaba673e13af3de534f1bab38i0,image/png,fe61531640944ab93e1401f3d595b6dc1e44495906796370747ad3bb81904a9e:1,https://cdn.doggy.market/content/7a17dbb4282494e0f96ba1d07dd8df32b86c704aaba673e13af3de534f1bab38i0,Fire,,Pirate patch,Cream,Straw hat,Short,
4392,19026,8d2451edefcbb714426c09f2143b2788aa4747afcafd7179c728731061b1d637i0,image/png,74e106227482c793f9598709eebad8caacf8f0d28f6b4c6b739d5c9221a2805a:1,https://cdn.doggy.market/content/8d2451edefcbb714426c09f2143b2788aa4747afcafd7179c728731061b1d637i0,White,Diamond,Doge eyes,Red,Baseball cap blue,Neutral,Teeth
4393,19027,99d19b3be32642515f593d4d627687b57cfe21fc28399518f43a3cd5ff9eba0ai0,image/png,5f8f5e3e070b793eb8d97600862939476a85116d5ff7365ad10b03433780d8dd:1,https://cdn.doggy.market/content/99d19b3be32642515f593d4d627687b57cfe21fc28399518f43a3cd5ff9eba0ai0,Blue,White hoodie,Blue glasses,Cream,Miner hat,Neutral,Teeth
4395,19029,e4ed2a73a23cda1ed8d808547e7c691c3984ba89f8cf8523addd7b1e0c97586ei0,image/png,b0b54ac6b0b85404976a06f2e93b53382823a5a6ee2c73aff6e4577f858fa5bb:1,https://cdn.doggy.market/content/e4ed2a73a23cda1ed8d808547e7c691c3984ba89f8cf8523addd7b1e0c97586ei0,Green,Black collar,Naughty eyes,Red,White strip hat,Smiling,Open mouth
4396,19030,41e321eacd66aa2acab0c0709f3f739dd78121ec9f57ab8ba1587ce2c07123f1i0,image/png,439711e3d43f43b47e8a829153ef4f0fffacccc4ad0d24521c2f675ec1f6a7e4:4,https://cdn.doggy.market/content/41e321eacd66aa2acab0c0709f3f739dd78121ec9f57ab8ba1587ce2c07123f1i0,Brown,White hoodie,Laser eyes,Black n tan,Pirate hat,Smiling,Cigarette
4397,19031,823513d6e6d262211ce1c6cb5d3036ebaecd61295ed32ff0e00933f32c28f124i0,image/png,f9d9490509b9fbdd5f31fff35ef1705235ef13a9b1f85f7bee615eaa3ff0f37a:1,https://cdn.doggy.market/content/823513d6e6d262211ce1c6cb5d3036ebaecd61295ed32ff0e00933f32c28f124i0,Green,White hoodie,Angry eyes,Sesame,Baseball cap black,Smiling,
4398,19032,5d9becbb308d90effbc31235628ab1f2f891b67a01e464a9c112ca9496c2a530i0,image/png,08cd3e9ff03587b2f824e6cd1280b48f1e0c5ad7c885adaf1b89fa670911a51f:1,https://cdn.doggy.market/content/5d9becbb308d90effbc31235628ab1f2f891b67a01e464a9c112ca9496c2a530i0,White,Business suit,Naughty eyes,Red,,Smiling,Blunt
4399,19033,c988bd0a9f011bb57b4fabeb464d62268f6419947f01c84955df8ad3d5e8cc2ai0,image/png,a45cf65f0d84b0349c86419caa5e2d98046e332747d096e06c4d5776afc06961:0,https://cdn.doggy.market/content/c988bd0a9f011bb57b4fabeb464d62268f6419947f01c84955df8ad3d5e8cc2ai0,Sea,Bitcoin,Doge eyes,Red,Baseball cap blue,Neutral,
4400,19034,bd3b03d6dda95755040b3f6ecd3c9f5bece5aa9099a5574597e01ae0157b6d6ai0,image/png,d839ea7314969adeb707a83f06b2f66f0f6a9880c1de966c7704888eacfa8cbc:1,https://cdn.doggy.market/content/bd3b03d6dda95755040b3f6ecd3c9f5bece5aa9099a5574597e01ae0157b6d6ai0,White,Blue kimono,Laser eyes,Sesame,Miner hat,Neutral,Tongue out
4402,19036,628a2477601846186e2fb1467f59714d2687c92df24ab8accee36633e8a128b8i0,image/png,4db06f71078458be89ab332ef7c3997e7842be11b1740579323f24ae389c056b:1,https://cdn.doggy.market/content/628a2477601846186e2fb1467f59714d2687c92df24ab8accee36633e8a128b8i0,White,Black collar,Naughty eyes,Sesame,Baseball cap red rev,Smiling,Mole
4403,19037,0d81ae6dc219ae3bfe2f62f13cc96ea927a01f18b24cdd9e46b4e98b01de2696i0,image/png,ce8cd16e7de86501676638818f056ab07d8801168014ac22e8b1e41f3df56f1a:1,https://cdn.doggy.market/content/0d81ae6dc219ae3bfe2f62f13cc96ea927a01f18b24cdd9e46b4e98b01de2696i0,Green,Dogecoin,Happy eyes,Red,Baseball cap red,Neutral,Teeth
4404,19038,dd60d974dcc0c99b3354268c0c5cd8bf3be40e3f6e1c05265e3f05e6f112ed47i0,image/png,5924bb4b43d6f98a5ed3acf5eab3e8c97120d44fc0075a451428880c75bba18a:1,https://cdn.doggy.market/content/dd60d974dcc0c99b3354268c0c5cd8bf3be40e3f6e1c05265e3f05e6f112ed47i0,Blue,Brown hoodie,Doge eyes,Sesame,Miner hat,Neutral,
4405,19039,ce6561edd14d4d54363dbefdfa92dd4866d623b675e4d7ee5717a5e722d442fbi0,image/png,ed330a5b21487b46ace03c90803a4b5c2933fafee7f1ef363a12dbb5fda52183:1,https://cdn.doggy.market/content/ce6561edd14d4d54363dbefdfa92dd4866d623b675e4d7ee5717a5e722d442fbi0,Sea,Red collar,Doge eyes,Black n tan,Miner hat,Smiling,Rick's drool
4406,19040,b5af01f70006b85e37d2cbcac44c3feadb74b9c3dab16dfd15cabe21f00d9b36i0,image/png,ad1e2110b08e7a477ea3b3aeddcf8e6bfe1f31e78efab233798d58e7fe96c9ce:1,https://cdn.doggy.market/content/b5af01f70006b85e37d2cbcac44c3feadb74b9c3dab16dfd15cabe21f00d9b36i0,Sea,Business suit,Doge eyes,Black n tan,Baseball cap blue,Short,Tongue out
4407,19041,7ba45e8025c164041541d4d025f7c258e3c343d8248c6441d61f2fd33a934251i0,image/png,f781a4ed919de37ffb985ecda901b70c83cb1bb59221c0b24c4ca88ff6a605cc:1,https://cdn.doggy.market/content/7ba45e8025c164041541d4d025f7c258e3c343d8248c6441d61f2fd33a934251i0,Brown,Red collar,Happy eyes,Red,,Short,Teeth
4408,19042,ea5f6581ac5076ce4994b8be9c79be4f8db20736454ced4ef6da00ad7d733d75i0,image/png,8a79702d3262cc88db3ba913277d82be1dfe5daa67d447e05edcb85449a59014:1,https://cdn.doggy.market/content/ea5f6581ac5076ce4994b8be9c79be4f8db20736454ced4ef6da00ad7d733d75i0,Green,Black spiked collar,Naughty eyes,Red,Baseball cap red,Smiling,Tongue out
4409,19043,0a5e65a3e426c942e16c93bc088f09adb4cd0fa154b20f3f44acacd088a06c03i0,image/png,56cd9b67cc269c864cd9468c8431a334d4f53b8c470c5c2068b6c1b4377b9a83:0,https://cdn.doggy.market/content/0a5e65a3e426c942e16c93bc088f09adb4cd0fa154b20f3f44acacd088a06c03i0,Brown,,Angry eyes,Red,,Short,Teeth
4411,19045,6ddfc7be58001d1048a8bd73ffe5f845985cee33a453fa3748eaa7e7c3d8b6a8i0,image/png,e933b019d50d058a706c99254f03ba9a21106848315d33b01a714045782ac5c8:1,https://cdn.doggy.market/content/6ddfc7be58001d1048a8bd73ffe5f845985cee33a453fa3748eaa7e7c3d8b6a8i0,White,Black spiked collar,Doge eyes,Red,Pirate hat,Neutral,
4412,19046,9b3daaffe96fd3cb270f7e3a0a824e491136ef6ffd9068ea266fe6ff9cd79d44i0,image/png,d65900dd037149de58315815502c1c792a5f57d67f7575ea5e1506c751e2fa0d:1,https://cdn.doggy.market/content/9b3daaffe96fd3cb270f7e3a0a824e491136ef6ffd9068ea266fe6ff9cd79d44i0,White,Blue collar,Red glasses,Red,,Smiling,Tongue out
4414,19048,b36fa07818c00b09ab48ad3dced933452f7c7569283fee8fa522e63b8cc92455i0,image/png,5cf57144056ce6530867da4b6798fdf5ae3f00c9719c3c6173d7e6e367dac7e0:1,https://cdn.doggy.market/content/b36fa07818c00b09ab48ad3dced933452f7c7569283fee8fa522e63b8cc92455i0,Blue,Black spiked collar,Angry eyes,Red,,Smiling,
4415,19049,ceda70b9378c83bcac621418825eee48980bf85d0d4b6651aaf70d58145f9388i0,image/png,f5010e7b8a5b99fcd468c762e9b646ba0b4e6049b85278072770a4b5b487ad91:1,https://cdn.doggy.market/content/ceda70b9378c83bcac621418825eee48980bf85d0d4b6651aaf70d58145f9388i0,Green,Brown hoodie,Doge eyes,Sesame,Baseball cap blue,Smiling,
4416,19050,93a40a7985c289fb29b1fe75c631b13491b0ff299a72d9e7c73207867a30f48ci0,image/png,371d30176aeb04558dd26dbeba6cf7b499a899f5cc0801969310d7b8659965d2:1,https://cdn.doggy.market/content/93a40a7985c289fb29b1fe75c631b13491b0ff299a72d9e7c73207867a30f48ci0,Green,White hoodie,Thug glasses,Sesame,,Neutral,Blunt
4417,19051,b32ddc085ca709e51466929bceaa60aea841df1126f6a6fb8fe29adaed4d7467i0,image/png,5c5e3e7f091d3f841ab95e6d3a7cf4961d1aa427faf069a2f0aa35d28cb51719:1,https://cdn.doggy.market/content/b32ddc085ca709e51466929bceaa60aea841df1126f6a6fb8fe29adaed4d7467i0,White,Blue kimono,Doge eyes,Sesame,Miner hat,Smiling,Tongue out
4418,19052,893febc7e8fcfb7a47d6ca5ee5a4c5a945e6e80112c4813fac1738480129173ai0,image/png,b87df285a52f66c098b903652fda028d7286aeea8944f1ed9fd10b4f871e6af4:1,https://cdn.doggy.market/content/893febc7e8fcfb7a47d6ca5ee5a4c5a945e6e80112c4813fac1738480129173ai0,White,Dogecoin,Angry eyes,Cream,,Smiling,Open mouth
4419,19053,c96bad5322fd7bb31656a04ba8897596d51b53e1bbef495fbd3bab5c9f0deb8fi0,image/png,1df8d5b947849b9e6e88f5299ff3ba2e3296531d8d021acbd402ad2b13a89d15:1,https://cdn.doggy.market/content/c96bad5322fd7bb31656a04ba8897596d51b53e1bbef495fbd3bab5c9f0deb8fi0,White,Blue kimono,Black glasses,Black n tan,Miner hat,Smiling,Tongue out
4420,19054,34e4cd9bc2647511a4bc985dc52f127a7b2a9b4e521d0fa6b9e96c075b45d02ai0,image/png,fa3de5333a2b38ffa1aefcb2ebe03e744b1ee9e9f8c7164ffe6c23484750782d:1,https://cdn.doggy.market/content/34e4cd9bc2647511a4bc985dc52f127a7b2a9b4e521d0fa6b9e96c075b45d02ai0,Sea,Blue collar,Happy eyes,Sesame,White strip hat,Neutral,Mole
4423,19057,1fdada7cc3ed2e1daa4f8b592579a8e04b9e19b3b7561d23f1192ed0da6faedbi0,image/png,944ad849aa0d8d088bf19d96eb1a630871b08a83c007db119126d8fbf5029e0c:280,https://cdn.doggy.market/content/1fdada7cc3ed2e1daa4f8b592579a8e04b9e19b3b7561d23f1192ed0da6faedbi0,Sea,Diamond,Doge eyes,Red,Hat,Neutral,Open mouth
4424,19058,098d1660099ff772a26a60de5cc55db354217b11a8ca937fa82658fa196dd90ei0,image/png,5a79b5a07797afc34a7490d32f15d4bace67957a6807b45f9bffeff873c1859f:1,https://cdn.doggy.market/content/098d1660099ff772a26a60de5cc55db354217b11a8ca937fa82658fa196dd90ei0,Blue,,Black glasses,Red,Pirate hat,Smiling,Open mouth
4425,19059,872d4ea49c863b48ec36723affa761e5d1186f9b3de8f4252339da07d827c9c8i0,image/png,d743050ad64a68060bc3c61b51ee5c19d4e21541373164d27c701837b8e39171:1,https://cdn.doggy.market/content/872d4ea49c863b48ec36723affa761e5d1186f9b3de8f4252339da07d827c9c8i0,Space,Red collar,3d glasses,Red,Earing,Neutral,
4426,19060,00d310ccbf5b5293229636493324baa8924f70bf3ec427ad35b1fc5f1c76691ai0,image/png,d3e4426e6d037bdf607b74886176498bdd8c6e48c170825fedfa5322499d70de:1,https://cdn.doggy.market/content/00d310ccbf5b5293229636493324baa8924f70bf3ec427ad35b1fc5f1c76691ai0,White,Black spiked collar,Blue glasses,Red,Baseball cap red rev,Smiling,
4427,19061,7d39543eacff8e6de705426010b55d23368be5c38d16f2d3dd3644d527719cf1i0,image/png,ae207361318c65bf6d9b93fd3f5d37729bf37f60719f68d395846e638bb7b01f:4,https://cdn.doggy.market/content/7d39543eacff8e6de705426010b55d23368be5c38d16f2d3dd3644d527719cf1i0,White,Micro doge,Doge eyes,Sesame,Hat,Smiling,Blunt
4429,19063,7cc35d8bb564d7ba6f93319c06109dc635941b60e3b8b1c8c8a6b6c542b276d0i0,image/png,8a32bfa9b22d42d79b9b50b1b06598ba06b31e41c3b60a4e3ca1d165b11befe6:1,https://cdn.doggy.market/content/7cc35d8bb564d7ba6f93319c06109dc635941b60e3b8b1c8c8a6b6c542b276d0i0,Blue,Red spiked collar,Doge eyes,Red,,Neutral,Teeth
4430,19064,ed34e1f26b207181b4fa40c64f0092bae8b7321332fde0287e2d02173fe7d6bbi0,image/png,df9c9f0ed35dc664284a9e65454234359055265e2bb64d59d8bb74e73f80d8a9:33,https://cdn.doggy.market/content/ed34e1f26b207181b4fa40c64f0092bae8b7321332fde0287e2d02173fe7d6bbi0,Fire,Red kimono,Happy eyes,Red,Baseball cap blue,Smiling,
4432,19066,1d877c39baa5cec5625113a9600eb94f0d7ca6dc4afdd5f8fa431d2c0b43bc39i0,image/png,a2872d4687159dfc98afb929b885f48dc77cb0c58709a36f0efbe53f845f4714:1,https://cdn.doggy.market/content/1d877c39baa5cec5625113a9600eb94f0d7ca6dc4afdd5f8fa431d2c0b43bc39i0,Blue,Black spiked collar,Doge eyes,Red,Baseball cap blue,Smiling,Blunt
4433,19067,3ff3a5c8f37834dbb22db4ce566787f2638448b9e0e68bad5e08f64d2e598258i0,image/png,df9c9f0ed35dc664284a9e65454234359055265e2bb64d59d8bb74e73f80d8a9:31,https://cdn.doggy.market/content/3ff3a5c8f37834dbb22db4ce566787f2638448b9e0e68bad5e08f64d2e598258i0,Gold,Business suit,Black glasses,Red,Miner hat,Smiling,Open mouth
4434,19068,7490b70528aa2eb8fb348302ea8649cb5f9c113c76e859f1062a0b0fe7ee8722i0,image/png,b874aadb3cc0a5dc5c1f21cfc01abb27e6207691aed962a2318633cf93b2722e:1,https://cdn.doggy.market/content/7490b70528aa2eb8fb348302ea8649cb5f9c113c76e859f1062a0b0fe7ee8722i0,White,Red kimono,Thug glasses,Red,,Smiling,Tongue out
4435,19069,f0c1fe563d0023510092b18601294d36862f8a5b36b59167ae6f0cb48fe46f08i0,image/png,afdd00df61f279338eb1425708f242b3affed883c3f8a123405ea56f37742bab:0,https://cdn.doggy.market/content/f0c1fe563d0023510092b18601294d36862f8a5b36b59167ae6f0cb48fe46f08i0,Brown,Business suit,Doge eyes,Red,Straw hat,Smiling,
4436,19070,0cd58324d1822136c757808c259a28beabdac305e3121e5196cb534c1879c483i0,image/png,9edabcab2fac9e638a3276441d617257fd62855050a828c939fa892c3794d398:1,https://cdn.doggy.market/content/0cd58324d1822136c757808c259a28beabdac305e3121e5196cb534c1879c483i0,Red,,Doge eyes,Red,,Neutral,Open mouth
4437,19071,fa25b03ecadc2cd11dadf80405b7427c2c560714c3c107b2c87148f765954425i0,image/png,3b0e5777956daec93b2beabcb77cc3c6d7858b2d15cac6fd559abcf3f0bef601:1,https://cdn.doggy.market/content/fa25b03ecadc2cd11dadf80405b7427c2c560714c3c107b2c87148f765954425i0,Space,Red spiked collar,Angry eyes,Sesame,Pirate hat,Neutral,
4438,19072,a6c84463758b865b5d6cb8a5fafb79b354149c9958e4d4da035c93017206fbb5i0,image/png,dc1349cd092c139b007024458e709ae1584854fa625be8b955af0ae1975f43bd:1,https://cdn.doggy.market/content/a6c84463758b865b5d6cb8a5fafb79b354149c9958e4d4da035c93017206fbb5i0,Brown,Black collar,Doge eyes,Red,,Short,
4439,19073,653a45488a395b2f6b2f2e06a33bbf138fa2d0dcbac9e94f7792ddfe14291998i0,image/png,27857389f1a095420c1de245c566e845596f5653cd2aa45c5df441d0c86d6348:21,https://cdn.doggy.market/content/653a45488a395b2f6b2f2e06a33bbf138fa2d0dcbac9e94f7792ddfe14291998i0,Brown,Blue collar,Naughty eyes,Sesame,,Smiling,Rick's drool
4440,19074,bc4e68461d7d7e9e764dff7565354ab27e61956b4756dd63e8630107fd0b8fbdi0,image/png,ead008b68bf6285badf710b26972d0c59d3094395aebc4543d464b6933b55433:1,https://cdn.doggy.market/content/bc4e68461d7d7e9e764dff7565354ab27e61956b4756dd63e8630107fd0b8fbdi0,Brown,Cybersuit,Happy eyes,Black n tan,,Smiling,
4442,19076,b28b5a0fab3c3a24c07046e736d7ef1a030f69c8b97d50bd3f9d4ecf49feeb64i0,image/png,944ad849aa0d8d088bf19d96eb1a630871b08a83c007db119126d8fbf5029e0c:287,https://cdn.doggy.market/content/b28b5a0fab3c3a24c07046e736d7ef1a030f69c8b97d50bd3f9d4ecf49feeb64i0,Space,Diamond,Doge eyes,Black n tan,Baseball cap red,Neutral,
4443,19077,26d85c2fb38dd8ed9d1ecdf35e9e971136e2f0b27a224069a6c39796e3f43657i0,image/png,f0bde0dc6a4a2e08b8227730dbdb37483eeb3dd6b5a21e601d8c2adf2eb1b486:1,https://cdn.doggy.market/content/26d85c2fb38dd8ed9d1ecdf35e9e971136e2f0b27a224069a6c39796e3f43657i0,Red,Red kimono,Doge eyes,Red,,Neutral,Open mouth
4445,19079,c9b9509d44190223aea53be494b9657756de87b7a75b782ccc7cc1d88250834ai0,image/png,95b5b6917baca6672cc0454b232673dffae510fc4b9220dfaa6d5f08daea79b0:1,https://cdn.doggy.market/content/c9b9509d44190223aea53be494b9657756de87b7a75b782ccc7cc1d88250834ai0,Green,,Red glasses,Red,,Smiling,
4446,19080,ef2961e6fcf9b7337d092546fdf48bb51d217cb5d96286132f477d00d828116fi0,image/png,7cb39e5011b891fc499f95fe2ea5bc794316185a6bbe7f6ef0578d093735650a:1,https://cdn.doggy.market/content/ef2961e6fcf9b7337d092546fdf48bb51d217cb5d96286132f477d00d828116fi0,Brown,Business suit,Doge eyes,Red,,Neutral,Cigar
4447,19081,fe845a591c4bcc4e42dfa4a40600a225ce545b655573688d877036fe35ea6f83i0,image/png,2fc951a94d6ed2501641fa5f8f41fa11994a42e7d3e846e6779d82000e383d24:1,https://cdn.doggy.market/content/fe845a591c4bcc4e42dfa4a40600a225ce545b655573688d877036fe35ea6f83i0,Brown,Black spiked collar,Happy eyes,Red,,Neutral,Blunt
4448,19082,e82106289bd1347c4f298408dd915397b1262dcceb09ff1780624e58fbba7a2di0,image/png,43b08015112b833635a3f96f9ce80c4df5a57431ffeb9658ca8dba8558d67f22:1,https://cdn.doggy.market/content/e82106289bd1347c4f298408dd915397b1262dcceb09ff1780624e58fbba7a2di0,Sea,Brown hoodie,Doge eyes,Red,Baseball cap blue rev,Neutral,Blunt
4450,19084,a57049606024272eea90d3946810531f14791acb945615de55e55f7b961864bbi0,image/png,48ee4be334ab195d12953a9e8aca5b6f938a5926fc9056686dd81447a9afa38f:27,https://cdn.doggy.market/content/a57049606024272eea90d3946810531f14791acb945615de55e55f7b961864bbi0,White,White hoodie,Red glasses,Cream,Baseball cap blue,Neutral,Open mouth
4451,19085,b1b7431648301012b2d94d359c017065f3fc42423fe15a08e2e5ed7802e12af4i0,image/png,8d2e93c89c840201c34ee027874be79d19ee82f7a8cf56820cde46a7a1cc3816:1,https://cdn.doggy.market/content/b1b7431648301012b2d94d359c017065f3fc42423fe15a08e2e5ed7802e12af4i0,Brown,,Doge eyes,Red,Baseball cap red,Smiling,Open mouth
4452,19086,6ace6a2ff91dfc2978cb8001ea0551f5dd65528a3fadd685e2d4d79725fcca53i0,image/png,bd7b8828ee92678435ffc49c27d2fbf7d15fbc4fe46ab2fecbe6c3fae6cb16cd:0,https://cdn.doggy.market/content/6ace6a2ff91dfc2978cb8001ea0551f5dd65528a3fadd685e2d4d79725fcca53i0,Gold,Black collar,Doge eyes,Red,Straw hat,Short,Open mouth
4453,19087,2f0abb4e7d36f21f6f95a8433a4b6f763aae7444565e676cf07400525a160457i0,image/png,c63a0b19af63b892f25a4a199c02880f4f471f3cd72a880ba66b56e510d6b6b1:27,https://cdn.doggy.market/content/2f0abb4e7d36f21f6f95a8433a4b6f763aae7444565e676cf07400525a160457i0,Space,Blue collar,Naughty eyes,Sesame,,Smiling,
4454,19088,5cdf29fbd27d4a692b04ec6e7265f06484b4857771e64b508e8157d210f85238i0,image/png,572e866307a65f6d5af71be98a96557fac5106257ad6978cae9b4b3f0639f108:1,https://cdn.doggy.market/content/5cdf29fbd27d4a692b04ec6e7265f06484b4857771e64b508e8157d210f85238i0,Blue,Business suit,Doge eyes,Black n tan,,Neutral,Open mouth
4455,19089,91a2031f2c52d620ececce23209e78104ba517770047a3d1c1d33c5ad13676f8i0,image/png,17ab396453ce13473e5ea7e77c60de59ebdc2e5c559a37736d9d55eb892b8eea:1,https://cdn.doggy.market/content/91a2031f2c52d620ececce23209e78104ba517770047a3d1c1d33c5ad13676f8i0,Fire,Blue kimono,Doge eyes,Red,,Smiling,Mole
4456,19090,ff6c4660fc5556d2a6568a966c1e290d121e2be7bea1d2403540a1750e4259efi0,image/png,aa6f58ee0832fe43a253be0886a03fed3d73ae96d0a0b75506bba18711b13317:1,https://cdn.doggy.market/content/ff6c4660fc5556d2a6568a966c1e290d121e2be7bea1d2403540a1750e4259efi0,Sea,Red spiked collar,Doge eyes,Sesame,Baseball cap red rev,Short,
4457,19091,87e015216deafa49437ca1b6a8810a91ff3687d46d60dddcc1059455804e92fci0,image/png,cdd2eacd7b71a7ca774aa8e0b3b8abf40e1ec8546eb384206c0ee6c9e6d256f0:0,https://cdn.doggy.market/content/87e015216deafa49437ca1b6a8810a91ff3687d46d60dddcc1059455804e92fci0,Brown,Red collar,Pirate patch,Red,Baseball cap blue,Smiling,Tongue out
4458,19092,e4bcaa8c397e79c4122b03702f16003457b5a5b36fc04e6640c969e0b8c927b7i0,image/png,30f4ef69a8c71bb06208fb26e9f50adb11de581eb37657a5d3c1313a661b2500:1,https://cdn.doggy.market/content/e4bcaa8c397e79c4122b03702f16003457b5a5b36fc04e6640c969e0b8c927b7i0,Fire,Blue collar,Angry eyes,Sesame,Straw hat,Smiling,Teeth
4459,19093,18182376bb1318c15d77ec206932105ae4a57904fbfabb7e5d143ca0cc999b10i0,image/png,46f8dbded453deaec038b416ec27695025cd8c20d12d84995951a0faf17a66a3:1,https://cdn.doggy.market/content/18182376bb1318c15d77ec206932105ae4a57904fbfabb7e5d143ca0cc999b10i0,Gold,White hoodie,Pirate patch,Red,Baseball cap blue rev,Smiling,
4460,19094,c417bfb8a341514844f86d8f119e2f2d122d001fee002447f86a1e3e8cc6a4bfi0,image/png,4fcc12221cc60fb5da4da79f2f43a8391c4790294ee8af3781c9d644f0b26d8a:1,https://cdn.doggy.market/content/c417bfb8a341514844f86d8f119e2f2d122d001fee002447f86a1e3e8cc6a4bfi0,Fire,Bitcoin,3d glasses,Red,Baseball cap red,Neutral,Rick's drool
4461,19095,1e527a30ff535c187058e1aff3586a5abb463fad2c5dd85372e5041f678cf4c1i0,image/png,1cc63ce48c6cf63539120520bbbe1d8e0f59191d82e0ccf4461265c9fec57491:1,https://cdn.doggy.market/content/1e527a30ff535c187058e1aff3586a5abb463fad2c5dd85372e5041f678cf4c1i0,Sea,Red spiked collar,Thug glasses,Sesame,Crown,Smiling,Cigar
4462,19096,692f21ef992bcfa9719d7a71551a57dd7c6abcbc0780726cb694debd6ee495e8i0,image/png,6b3c9cd5e98cce26b0ee61e80c0c623a22e9e50703689ad0e455f079615f2b15:1,https://cdn.doggy.market/content/692f21ef992bcfa9719d7a71551a57dd7c6abcbc0780726cb694debd6ee495e8i0,Fire,Blue collar,Doge eyes,Cream,,Smiling,Blunt
4463,19097,6d1a3f9e0ba9b37ed26e34b12a942fbb63c4ca2a30e9d63683768ade81708960i0,image/png,7ccd2f647cb4459b8ac04a6562ef544facbe33870b241fdb854fc0fc89b4bb0f:1,https://cdn.doggy.market/content/6d1a3f9e0ba9b37ed26e34b12a942fbb63c4ca2a30e9d63683768ade81708960i0,Green,,Thug glasses,Red,Baseball cap red,Neutral,
4464,19098,edb6f1e6a8cded1b458b4d1d872b377f59a13dfdf7b91abf3f638113841d34edi0,image/png,9f4c89b861f73c5219dd864d99f26e3eace7034c4cc0161ef9e2bc9c4a2cca8b:1,https://cdn.doggy.market/content/edb6f1e6a8cded1b458b4d1d872b377f59a13dfdf7b91abf3f638113841d34edi0,Brown,,Blue glasses,Black n tan,Flower,Smiling,
4465,19099,484c060bb56474f81ca9986f94696303470cff7549615882c3b36e15840ec805i0,image/png,85070df8a3327ce5409d7195701e5a8ca7b61d83a3737416cd8639616b1d7aac:0,https://cdn.doggy.market/content/484c060bb56474f81ca9986f94696303470cff7549615882c3b36e15840ec805i0,Green,Dogecoin,Happy eyes,Black n tan,Pirate hat,Smiling,
4467,19101,21ddece85b20bc17689dd806c6c663fd4c0807ee7aea7f0022c36dab51fc44d9i0,image/png,f01956445aaa787231370cfc1922203efd8d3343de3dbc16d4cb46146732c84c:1,https://cdn.doggy.market/content/21ddece85b20bc17689dd806c6c663fd4c0807ee7aea7f0022c36dab51fc44d9i0,Fire,Black collar,Doge eyes,Red,,Neutral,
4468,19102,b442feaebe94f086a9a8802ae8245460120ac8ffdd9d9ae399a3023736483bb6i0,image/png,ba3f08295350ead5ec290e312e10e3df500d5c3d3a4e04af1ea08eab5672c643:0,https://cdn.doggy.market/content/b442feaebe94f086a9a8802ae8245460120ac8ffdd9d9ae399a3023736483bb6i0,White,Business suit,Thug glasses,Red,Baseball cap red rev,Smiling,
4469,19103,40f917a810587bb62f8741c33cfcf7cafecb88527181b535940fd25c2fcc8fadi0,image/png,107df9890c646b657cfcf60960f5246e1ac45f1ce9d90d9a6605893bc1a85e2b:1,https://cdn.doggy.market/content/40f917a810587bb62f8741c33cfcf7cafecb88527181b535940fd25c2fcc8fadi0,Green,Black collar,Happy eyes,Red,Baseball cap black,Neutral,Tongue out
4470,19104,7b746a7de0eed6b2ede1602c4f4b828d74dbce4af81419a35278b914195d4e9ai0,image/png,4b90b42843ed686df6f5b20febc71d0dc13cafaf3e138bc075d5cb3ad36cd102:1,https://cdn.doggy.market/content/7b746a7de0eed6b2ede1602c4f4b828d74dbce4af81419a35278b914195d4e9ai0,Brown,,Doge eyes,Sesame,,Smiling,
4472,19106,8969c108449722826047d621d38d8518fb1dc032be14d0bdbf19d5d55c1a04dei0,image/png,a263507a22d6d09b46878b0a02fcb2aa07de7a8804b6c91e2afeb5c18e85c29d:1,https://cdn.doggy.market/content/8969c108449722826047d621d38d8518fb1dc032be14d0bdbf19d5d55c1a04dei0,White,Black spiked collar,Doge eyes,Red,Baseball cap blue,Smiling,Open mouth
